#Name	PEP_START	PEP_END	DOM_START	DOM_END
S35G1_HUMAN_TRANSMEM6	217	286	222	242
S35G1_HUMAN_TRANSMEM7	247	316	252	272
S35G1_HUMAN_TRANSMEM8	281	350	286	306
S35G1_HUMAN_TRANSMEM9	306	365	311	333
S35G1_HUMAN_TRANSMEM10	333	365	338	357
S35G2_HUMAN_TRANSMEM1	100	169	105	125
S35G2_HUMAN_TRANSMEM2	126	195	131	151
S35G2_HUMAN_TRANSMEM3	164	233	169	189
S35G2_HUMAN_TRANSMEM4	189	258	194	214
S35G2_HUMAN_TRANSMEM5	213	282	218	238
S35G2_HUMAN_TRANSMEM6	250	319	255	275
S35G2_HUMAN_TRANSMEM7	281	350	286	306
S35G2_HUMAN_TRANSMEM8	314	383	319	339
S35G2_HUMAN_TRANSMEM9	341	410	346	366
S35G2_HUMAN_TRANSMEM10	363	412	368	388
S35G3_HUMAN_TRANSMEM1	32	101	37	57
S35G3_HUMAN_TRANSMEM2	62	131	67	87
S35G3_HUMAN_TRANSMEM3	100	169	105	125
S35G3_HUMAN_TRANSMEM4	155	224	160	180
S35G3_HUMAN_TRANSMEM5	180	249	185	205
S35G3_HUMAN_TRANSMEM6	216	285	221	241
S35G3_HUMAN_TRANSMEM7	245	314	250	270
S35G3_HUMAN_TRANSMEM8	276	338	281	301
S35G3_HUMAN_TRANSMEM9	300	338	305	325
S35G4_HUMAN_TRANSMEM1	32	101	37	57
S35G4_HUMAN_TRANSMEM2	155	224	160	180
S35G4_HUMAN_TRANSMEM3	185	254	190	210
S35G4_HUMAN_TRANSMEM4	216	285	221	241
S35G4_HUMAN_TRANSMEM5	245	314	250	270
S35G4_HUMAN_TRANSMEM6	276	338	281	301
S35G4_HUMAN_TRANSMEM7	300	338	305	325
S35G5_HUMAN_TRANSMEM1	32	101	37	57
S35G5_HUMAN_TRANSMEM2	62	131	67	87
S35G5_HUMAN_TRANSMEM3	97	166	102	122
S35G5_HUMAN_TRANSMEM4	155	224	160	180
S35G5_HUMAN_TRANSMEM5	185	254	190	210
S35G5_HUMAN_TRANSMEM6	216	285	221	241
S35G5_HUMAN_TRANSMEM7	245	314	250	270
S35G5_HUMAN_TRANSMEM8	276	338	281	301
S35G5_HUMAN_TRANSMEM9	300	338	305	325
S35G6_HUMAN_TRANSMEM1	35	104	40	60
S35G6_HUMAN_TRANSMEM2	62	131	67	87
S35G6_HUMAN_TRANSMEM3	100	169	105	125
S35G6_HUMAN_TRANSMEM4	155	224	160	180
S35G6_HUMAN_TRANSMEM5	185	254	190	210
S35G6_HUMAN_TRANSMEM6	216	285	221	241
S35G6_HUMAN_TRANSMEM7	250	319	255	275
S35G6_HUMAN_TRANSMEM8	276	338	281	301
S35G6_HUMAN_TRANSMEM9	305	338	310	330
S35U4_HUMAN_TRANSMEM1	57	103	62	84
S36A1_HUMAN_TRANSMEM1	47	116	52	72
S36A1_HUMAN_TRANSMEM2	74	143	79	99
S36A1_HUMAN_TRANSMEM3	137	206	142	162
S36A1_HUMAN_TRANSMEM4	186	255	191	211
S36A1_HUMAN_TRANSMEM5	211	280	216	236
S36A1_HUMAN_TRANSMEM6	253	322	258	278
S36A1_HUMAN_TRANSMEM7	285	354	290	310
S36A1_HUMAN_TRANSMEM8	338	407	343	363
S36A1_HUMAN_TRANSMEM9	368	437	373	393
S36A1_HUMAN_TRANSMEM10	393	462	398	418
S36A1_HUMAN_TRANSMEM11	435	476	440	460
S36A2_HUMAN_TRANSMEM1	54	123	59	79
S36A2_HUMAN_TRANSMEM2	77	146	82	102
S36A2_HUMAN_TRANSMEM3	144	213	149	169
S36A2_HUMAN_TRANSMEM4	193	262	198	218
S36A2_HUMAN_TRANSMEM5	218	287	223	243
S36A2_HUMAN_TRANSMEM6	260	329	265	285
S36A2_HUMAN_TRANSMEM7	292	361	297	317
S36A2_HUMAN_TRANSMEM8	345	414	350	370
S36A2_HUMAN_TRANSMEM9	375	444	380	400
S36A2_HUMAN_TRANSMEM10	400	469	405	425
S36A2_HUMAN_TRANSMEM11	433	483	438	458
S36A3_HUMAN_TRANSMEM1	42	111	47	67
S36A3_HUMAN_TRANSMEM2	67	136	72	92
S36A3_HUMAN_TRANSMEM3	133	202	138	158
S36A3_HUMAN_TRANSMEM4	181	250	186	206
S36A3_HUMAN_TRANSMEM5	206	275	211	231
S36A3_HUMAN_TRANSMEM6	248	317	253	273
S36A3_HUMAN_TRANSMEM7	280	349	285	305
S36A3_HUMAN_TRANSMEM8	333	402	338	358
S36A3_HUMAN_TRANSMEM9	363	432	368	388
S36A3_HUMAN_TRANSMEM10	388	457	393	413
S36A3_HUMAN_TRANSMEM11	421	470	426	446
S36A4_HUMAN_TRANSMEM1	82	151	87	107
S36A4_HUMAN_TRANSMEM2	149	218	154	174
S36A4_HUMAN_TRANSMEM3	201	270	206	226
S36A4_HUMAN_TRANSMEM4	226	295	231	251
S36A4_HUMAN_TRANSMEM5	268	337	273	293
S36A4_HUMAN_TRANSMEM6	304	373	309	329
S36A4_HUMAN_TRANSMEM7	353	422	358	378
S36A4_HUMAN_TRANSMEM8	384	453	389	409
S36A4_HUMAN_TRANSMEM9	409	478	414	434
S36A4_HUMAN_TRANSMEM10	451	504	456	476
S38A1_HUMAN_TRANSMEM1	70	139	75	97
S38A1_HUMAN_TRANSMEM2	108	177	113	133
S38A1_HUMAN_TRANSMEM3	143	212	148	168
S38A1_HUMAN_TRANSMEM4	184	253	189	211
S38A1_HUMAN_TRANSMEM5	212	281	217	237
S38A1_HUMAN_TRANSMEM6	271	340	276	296
S38A1_HUMAN_TRANSMEM7	308	377	313	333
S38A1_HUMAN_TRANSMEM8	346	415	351	371
S38A1_HUMAN_TRANSMEM9	389	458	394	414
S38A1_HUMAN_TRANSMEM10	412	481	417	437
S38A1_HUMAN_TRANSMEM11	448	487	453	473
S38A2_HUMAN_TRANSMEM1	72	141	77	97
S38A2_HUMAN_TRANSMEM2	98	167	103	123
S38A2_HUMAN_TRANSMEM3	154	223	159	179
S38A2_HUMAN_TRANSMEM4	184	253	189	209
S38A2_HUMAN_TRANSMEM5	213	282	218	238
S38A2_HUMAN_TRANSMEM6	288	357	293	313
S38A2_HUMAN_TRANSMEM7	325	394	330	350
S38A2_HUMAN_TRANSMEM8	367	436	372	392
S38A2_HUMAN_TRANSMEM9	409	478	414	434
S38A2_HUMAN_TRANSMEM10	432	501	437	457
S38A2_HUMAN_TRANSMEM11	470	506	475	495
S38A3_HUMAN_TRANSMEM1	78	147	83	103
S38A3_HUMAN_TRANSMEM2	101	170	106	126
S38A3_HUMAN_TRANSMEM3	139	208	144	164
S38A3_HUMAN_TRANSMEM4	182	251	187	207
S38A3_HUMAN_TRANSMEM5	208	277	213	233
S38A3_HUMAN_TRANSMEM6	319	388	324	344
S38A3_HUMAN_TRANSMEM7	361	430	366	386
S38A3_HUMAN_TRANSMEM8	403	472	408	428
S38A3_HUMAN_TRANSMEM9	426	495	431	451
S38A3_HUMAN_TRANSMEM10	466	504	471	491
S38A4_HUMAN_TRANSMEM1	100	169	105	125
S38A4_HUMAN_TRANSMEM2	147	216	152	172
S38A4_HUMAN_TRANSMEM3	191	260	196	216
S38A4_HUMAN_TRANSMEM4	216	285	221	241
S38A4_HUMAN_TRANSMEM5	328	397	333	353
S38A4_HUMAN_TRANSMEM6	365	434	370	390
S38A4_HUMAN_TRANSMEM7	407	476	412	432
S38A4_HUMAN_TRANSMEM8	449	518	454	474
S38A4_HUMAN_TRANSMEM9	472	541	477	497
S38A4_HUMAN_TRANSMEM10	510	547	515	535
S38A5_HUMAN_TRANSMEM1	44	113	49	71
S38A5_HUMAN_TRANSMEM2	83	152	88	108
S38A5_HUMAN_TRANSMEM3	121	190	126	146
S38A5_HUMAN_TRANSMEM4	162	231	167	187
S38A5_HUMAN_TRANSMEM5	188	257	193	213
S38A5_HUMAN_TRANSMEM6	253	322	258	278
S38A5_HUMAN_TRANSMEM7	291	360	296	316
S38A5_HUMAN_TRANSMEM8	330	399	335	355
S38A5_HUMAN_TRANSMEM9	372	441	377	397
S38A5_HUMAN_TRANSMEM10	395	464	400	420
S38A5_HUMAN_TRANSMEM11	435	472	440	460
S38A6_HUMAN_TRANSMEM1	37	106	42	62
S38A6_HUMAN_TRANSMEM2	80	149	85	105
S38A6_HUMAN_TRANSMEM3	106	175	111	131
S38A6_HUMAN_TRANSMEM4	165	234	170	190
S38A6_HUMAN_TRANSMEM5	186	255	191	211
S38A6_HUMAN_TRANSMEM6	245	314	250	270
S38A6_HUMAN_TRANSMEM7	283	352	288	308
S38A6_HUMAN_TRANSMEM8	322	391	327	347
S38A6_HUMAN_TRANSMEM9	366	435	371	391
S38A6_HUMAN_TRANSMEM10	389	456	394	414
S38A6_HUMAN_TRANSMEM11	426	456	431	451
S38A7_HUMAN_TRANSMEM1	51	120	56	76
S38A7_HUMAN_TRANSMEM2	77	146	82	102
S38A7_HUMAN_TRANSMEM3	125	194	130	150
S38A7_HUMAN_TRANSMEM4	173	242	178	198
S38A7_HUMAN_TRANSMEM5	200	269	205	225
S38A7_HUMAN_TRANSMEM6	234	303	239	259
S38A7_HUMAN_TRANSMEM7	277	346	282	302
S38A7_HUMAN_TRANSMEM8	314	383	319	339
S38A7_HUMAN_TRANSMEM9	366	435	371	391
S38A7_HUMAN_TRANSMEM10	390	459	395	415
S38A7_HUMAN_TRANSMEM11	423	462	428	448
S38A8_HUMAN_TRANSMEM1	24	93	29	49
S38A8_HUMAN_TRANSMEM2	50	119	55	75
S38A8_HUMAN_TRANSMEM3	95	164	100	120
S38A8_HUMAN_TRANSMEM4	146	215	151	171
S38A8_HUMAN_TRANSMEM5	173	242	178	198
S38A8_HUMAN_TRANSMEM6	213	282	218	240
S38A8_HUMAN_TRANSMEM7	245	314	250	270
S38A8_HUMAN_TRANSMEM8	290	359	295	315
S38A8_HUMAN_TRANSMEM9	343	412	348	368
S38A8_HUMAN_TRANSMEM10	369	435	374	394
S38A8_HUMAN_TRANSMEM11	405	435	410	430
S38A9_HUMAN_TRANSMEM1	115	184	120	140
S38A9_HUMAN_TRANSMEM2	142	211	147	167
S38A9_HUMAN_TRANSMEM3	194	263	199	225
S38A9_HUMAN_TRANSMEM4	279	348	284	300
S38A9_HUMAN_TRANSMEM5	305	374	310	334
S38A9_HUMAN_TRANSMEM6	352	421	357	377
S38A9_HUMAN_TRANSMEM7	390	459	395	415
S38A9_HUMAN_TRANSMEM8	433	502	438	458
S38A9_HUMAN_TRANSMEM9	475	544	480	500
S38A9_HUMAN_TRANSMEM10	503	561	508	528
S38A9_HUMAN_TRANSMEM11	536	561	541	561
S38AA_HUMAN_TRANSMEM1	-1	70	4	24
S38AA_HUMAN_TRANSMEM2	31	100	36	58
S38AA_HUMAN_TRANSMEM3	79	148	84	104
S38AA_HUMAN_TRANSMEM4	115	184	120	140
S38AA_HUMAN_TRANSMEM5	148	217	153	173
S38AA_HUMAN_TRANSMEM6	224	293	229	249
S38AA_HUMAN_TRANSMEM7	267	336	272	292
S38AA_HUMAN_TRANSMEM8	318	387	323	343
S38AA_HUMAN_TRANSMEM9	340	409	345	365
S38AA_HUMAN_TRANSMEM10	373	442	378	398
S38AB_HUMAN_TRANSMEM1	3	72	8	28
S38AB_HUMAN_TRANSMEM2	43	112	48	68
S38AB_HUMAN_TRANSMEM3	88	157	93	113
S38AB_HUMAN_TRANSMEM4	116	185	121	141
S38AB_HUMAN_TRANSMEM5	151	220	156	176
S38AB_HUMAN_TRANSMEM6	197	266	202	222
S38AB_HUMAN_TRANSMEM7	236	305	241	263
S38AB_HUMAN_TRANSMEM8	274	343	279	299
S38AB_HUMAN_TRANSMEM9	296	365	301	321
S38AB_HUMAN_TRANSMEM10	335	404	340	360
S39A1_HUMAN_TRANSMEM1	26	95	31	51
S39A1_HUMAN_TRANSMEM2	64	133	69	89
S39A1_HUMAN_TRANSMEM3	100	169	105	125
S39A1_HUMAN_TRANSMEM4	175	244	180	200
S39A1_HUMAN_TRANSMEM5	202	271	207	227
S39A1_HUMAN_TRANSMEM6	233	302	238	258
S39A1_HUMAN_TRANSMEM7	268	324	273	293
S39A1_HUMAN_TRANSMEM8	299	324	304	324
S39A2_HUMAN_TRANSMEM1	4	73	9	29
S39A2_HUMAN_TRANSMEM2	42	111	47	67
S39A2_HUMAN_TRANSMEM3	99	168	104	124
S39A2_HUMAN_TRANSMEM4	160	229	165	185
S39A2_HUMAN_TRANSMEM5	185	254	190	210
S39A2_HUMAN_TRANSMEM6	220	289	225	245
S39A2_HUMAN_TRANSMEM7	254	309	259	279
S39A2_HUMAN_TRANSMEM8	284	309	289	309
S39A3_HUMAN_TRANSMEM1	-1	70	4	24
S39A3_HUMAN_TRANSMEM2	38	107	43	63
S39A3_HUMAN_TRANSMEM3	81	150	86	106
S39A3_HUMAN_TRANSMEM4	165	234	170	190
S39A3_HUMAN_TRANSMEM5	192	261	197	217
S39A3_HUMAN_TRANSMEM6	225	294	230	250
S39A3_HUMAN_TRANSMEM7	258	314	263	283
S39A3_HUMAN_TRANSMEM8	288	314	293	313
S39A4_HUMAN_TRANSMEM1	323	392	328	348
S39A4_HUMAN_TRANSMEM2	355	424	360	380
S39A4_HUMAN_TRANSMEM3	398	467	403	423
S39A4_HUMAN_TRANSMEM4	554	623	559	579
S39A4_HUMAN_TRANSMEM5	582	647	587	607
S39A4_HUMAN_TRANSMEM6	613	647	618	638
S39A5_HUMAN_TRANSMEM1	208	277	213	233
S39A5_HUMAN_TRANSMEM2	240	309	245	265
S39A5_HUMAN_TRANSMEM3	283	352	288	308
S39A5_HUMAN_TRANSMEM4	440	509	445	465
S39A5_HUMAN_TRANSMEM5	466	535	471	491
S39A5_HUMAN_TRANSMEM6	504	540	509	529
S39A6_HUMAN_TRANSMEM1	321	390	326	346
S39A6_HUMAN_TRANSMEM2	351	420	356	376
S39A6_HUMAN_TRANSMEM3	419	488	424	444
S39A6_HUMAN_TRANSMEM4	653	722	658	678
S39A6_HUMAN_TRANSMEM5	682	751	687	707
S39A6_HUMAN_TRANSMEM6	720	755	725	745
S39A7_HUMAN_TRANSMEM1	5	74	10	30
S39A7_HUMAN_TRANSMEM2	133	202	138	158
S39A7_HUMAN_TRANSMEM3	164	233	169	189
S39A7_HUMAN_TRANSMEM4	209	278	214	234
S39A7_HUMAN_TRANSMEM5	376	445	381	401
S39A7_HUMAN_TRANSMEM6	412	469	417	436
S39A8_HUMAN_TRANSMEM1	128	197	133	153
S39A8_HUMAN_TRANSMEM2	156	225	161	181
S39A8_HUMAN_TRANSMEM3	187	256	192	212
S39A8_HUMAN_TRANSMEM4	361	430	366	386
S39A8_HUMAN_TRANSMEM5	384	453	389	409
S39A8_HUMAN_TRANSMEM6	425	460	430	450
S39A9_HUMAN_TRANSMEM1	-1	70	4	24
S39A9_HUMAN_TRANSMEM2	30	99	35	55
S39A9_HUMAN_TRANSMEM3	101	170	106	126
S39A9_HUMAN_TRANSMEM4	141	210	146	166
S39A9_HUMAN_TRANSMEM5	171	240	176	196
S39A9_HUMAN_TRANSMEM6	205	274	210	230
S39A9_HUMAN_TRANSMEM7	239	307	244	264
S39A9_HUMAN_TRANSMEM8	281	307	286	306
S39AA_HUMAN_TRANSMEM1	406	475	411	431
S39AA_HUMAN_TRANSMEM2	433	502	438	458
S39AA_HUMAN_TRANSMEM3	490	559	495	515
S39AA_HUMAN_TRANSMEM4	682	751	687	707
S39AA_HUMAN_TRANSMEM5	727	796	732	752
S39AA_HUMAN_TRANSMEM6	754	823	759	779
S39AA_HUMAN_TRANSMEM7	796	831	801	821
S39AB_HUMAN_TRANSMEM1	7	76	12	32
S39AB_HUMAN_TRANSMEM2	39	108	44	64
S39AB_HUMAN_TRANSMEM3	67	136	72	92
S39AB_HUMAN_TRANSMEM4	189	258	194	214
S39AB_HUMAN_TRANSMEM5	258	327	263	285
S39AB_HUMAN_TRANSMEM6	285	342	290	307
S39AB_HUMAN_TRANSMEM7	317	342	322	342
S39AC_HUMAN_TRANSMEM1	198	267	203	223
S39AC_HUMAN_TRANSMEM2	365	434	370	390
S39AC_HUMAN_TRANSMEM3	394	463	399	419
S39AC_HUMAN_TRANSMEM4	444	513	449	469
S39AC_HUMAN_TRANSMEM5	534	603	539	559
S39AC_HUMAN_TRANSMEM6	598	667	603	623
S39AC_HUMAN_TRANSMEM7	627	691	632	652
S39AC_HUMAN_TRANSMEM8	659	691	664	684
S39AD_HUMAN_TRANSMEM1	3	72	8	28
S39AD_HUMAN_TRANSMEM2	64	133	69	89
S39AD_HUMAN_TRANSMEM3	104	173	109	129
S39AD_HUMAN_TRANSMEM4	145	214	150	170
S39AD_HUMAN_TRANSMEM5	231	300	236	256
S39AD_HUMAN_TRANSMEM6	274	343	279	299
S39AD_HUMAN_TRANSMEM7	312	371	317	337
S39AD_HUMAN_TRANSMEM8	345	371	350	370
S39AE_HUMAN_TRANSMEM1	153	222	158	178
S39AE_HUMAN_TRANSMEM2	182	251	187	207
S39AE_HUMAN_TRANSMEM3	220	289	225	245
S39AE_HUMAN_TRANSMEM4	393	462	398	418
S39AE_HUMAN_TRANSMEM5	420	489	425	445
S39AE_HUMAN_TRANSMEM6	456	492	461	481
S40A1_HUMAN_TRANSMEM1	7	76	12	34
S40A1_HUMAN_TRANSMEM2	53	122	58	80
S40A1_HUMAN_TRANSMEM3	88	157	93	115
S40A1_HUMAN_TRANSMEM4	120	189	125	147
S40A1_HUMAN_TRANSMEM5	294	363	299	321
S40A1_HUMAN_TRANSMEM6	336	405	341	363
S40A1_HUMAN_TRANSMEM7	365	434	370	392
S40A1_HUMAN_TRANSMEM8	445	514	450	472
S40A1_HUMAN_TRANSMEM9	487	556	492	514
S40A1_HUMAN_TRANSMEM10	514	571	519	541
S41A1_HUMAN_TRANSMEM1	97	166	102	122
S41A1_HUMAN_TRANSMEM2	180	249	185	205
S41A1_HUMAN_TRANSMEM3	217	286	222	242
S41A1_HUMAN_TRANSMEM4	252	321	257	277
S41A1_HUMAN_TRANSMEM5	281	350	286	306
S41A1_HUMAN_TRANSMEM6	311	380	316	336
S41A1_HUMAN_TRANSMEM7	341	410	346	366
S41A1_HUMAN_TRANSMEM8	406	475	411	431
S41A1_HUMAN_TRANSMEM9	434	503	439	459
S41A1_HUMAN_TRANSMEM10	479	513	484	504
S41A2_HUMAN_TRANSMEM1	158	227	163	183
S41A2_HUMAN_TRANSMEM2	191	260	196	216
S41A2_HUMAN_TRANSMEM3	241	310	246	266
S41A2_HUMAN_TRANSMEM4	278	347	283	303
S41A2_HUMAN_TRANSMEM5	309	378	314	334
S41A2_HUMAN_TRANSMEM6	343	412	348	368
S41A2_HUMAN_TRANSMEM7	372	441	377	397
S41A2_HUMAN_TRANSMEM8	402	471	407	427
S41A2_HUMAN_TRANSMEM9	465	534	470	490
S41A2_HUMAN_TRANSMEM10	494	563	499	519
S41A2_HUMAN_TRANSMEM11	539	573	544	564
S41A3_HUMAN_TRANSMEM1	62	131	67	87
S41A3_HUMAN_TRANSMEM2	147	216	152	172
S41A3_HUMAN_TRANSMEM3	184	253	189	209
S41A3_HUMAN_TRANSMEM4	215	284	220	240
S41A3_HUMAN_TRANSMEM5	247	316	252	272
S41A3_HUMAN_TRANSMEM6	279	348	284	304
S41A3_HUMAN_TRANSMEM7	309	378	314	334
S41A3_HUMAN_TRANSMEM8	372	441	377	397
S41A3_HUMAN_TRANSMEM9	401	470	406	426
S41A3_HUMAN_TRANSMEM10	477	507	482	502
S43A3_HUMAN_TRANSMEM1	12	81	17	37
S43A3_HUMAN_TRANSMEM2	67	136	72	92
S43A3_HUMAN_TRANSMEM3	97	166	102	122
S43A3_HUMAN_TRANSMEM4	118	187	123	143
S43A3_HUMAN_TRANSMEM5	151	220	156	176
S43A3_HUMAN_TRANSMEM6	183	252	188	208
S43A3_HUMAN_TRANSMEM7	274	343	279	299
S43A3_HUMAN_TRANSMEM8	314	383	319	339
S43A3_HUMAN_TRANSMEM9	351	420	356	376
S43A3_HUMAN_TRANSMEM10	391	460	396	418
S43A3_HUMAN_TRANSMEM11	422	491	427	447
S43A3_HUMAN_TRANSMEM12	451	491	456	476
S45A1_HUMAN_TRANSMEM1	122	191	127	147
S45A1_HUMAN_TRANSMEM2	152	221	157	177
S45A1_HUMAN_TRANSMEM3	184	253	189	209
S45A1_HUMAN_TRANSMEM4	220	289	225	245
S45A1_HUMAN_TRANSMEM5	262	331	267	287
S45A1_HUMAN_TRANSMEM6	297	366	302	322
S45A1_HUMAN_TRANSMEM7	562	631	567	587
S45A1_HUMAN_TRANSMEM8	602	671	607	627
S45A1_HUMAN_TRANSMEM9	629	698	634	654
S45A1_HUMAN_TRANSMEM10	656	725	661	681
S45A1_HUMAN_TRANSMEM11	714	782	719	739
S45A1_HUMAN_TRANSMEM12	737	782	742	762
S45A2_HUMAN_TRANSMEM1	42	111	47	67
S45A2_HUMAN_TRANSMEM2	64	133	69	89
S45A2_HUMAN_TRANSMEM3	106	175	111	131
S45A2_HUMAN_TRANSMEM4	134	203	139	159
S45A2_HUMAN_TRANSMEM5	180	249	185	205
S45A2_HUMAN_TRANSMEM6	212	281	217	237
S45A2_HUMAN_TRANSMEM7	314	383	319	339
S45A2_HUMAN_TRANSMEM8	362	431	367	387
S45A2_HUMAN_TRANSMEM9	394	463	399	419
S45A2_HUMAN_TRANSMEM10	421	490	426	446
S45A2_HUMAN_TRANSMEM11	473	530	478	498
S45A2_HUMAN_TRANSMEM12	500	530	505	525
S45A3_HUMAN_TRANSMEM1	14	83	19	39
S45A3_HUMAN_TRANSMEM2	47	116	52	72
S45A3_HUMAN_TRANSMEM3	83	152	88	108
S45A3_HUMAN_TRANSMEM4	115	184	120	140
S45A3_HUMAN_TRANSMEM5	156	225	161	181
S45A3_HUMAN_TRANSMEM6	193	262	198	218
S45A3_HUMAN_TRANSMEM7	270	339	275	295
S45A3_HUMAN_TRANSMEM8	318	387	323	343
S45A3_HUMAN_TRANSMEM9	348	417	353	373
S45A3_HUMAN_TRANSMEM10	377	446	382	402
S45A3_HUMAN_TRANSMEM11	517	553	522	542
S45A4_HUMAN_TRANSMEM1	58	127	63	83
S45A4_HUMAN_TRANSMEM2	81	150	86	106
S45A4_HUMAN_TRANSMEM3	118	187	123	143
S45A4_HUMAN_TRANSMEM4	150	219	155	175
S45A4_HUMAN_TRANSMEM5	191	260	196	216
S45A4_HUMAN_TRANSMEM6	228	297	233	253
S45A4_HUMAN_TRANSMEM7	513	582	518	538
S45A4_HUMAN_TRANSMEM8	555	624	560	580
S45A4_HUMAN_TRANSMEM9	587	656	592	612
S45A4_HUMAN_TRANSMEM10	609	678	614	634
S45A4_HUMAN_TRANSMEM11	661	730	666	686
S45A4_HUMAN_TRANSMEM12	690	759	695	715
S46A3_HUMAN_TRANSMEM1	69	138	74	94
S46A3_HUMAN_TRANSMEM2	97	166	102	124
S46A3_HUMAN_TRANSMEM3	129	198	134	156
S46A3_HUMAN_TRANSMEM4	166	235	171	191
S46A3_HUMAN_TRANSMEM5	193	262	198	218
S46A3_HUMAN_TRANSMEM6	257	326	262	282
S46A3_HUMAN_TRANSMEM7	290	359	295	315
S46A3_HUMAN_TRANSMEM8	320	389	325	345
S46A3_HUMAN_TRANSMEM9	343	412	348	368
S46A3_HUMAN_TRANSMEM10	378	447	383	403
S46A3_HUMAN_TRANSMEM11	411	461	416	436
S47A1_HUMAN_TRANSMEM1	33	102	38	58
S47A1_HUMAN_TRANSMEM2	68	137	73	93
S47A1_HUMAN_TRANSMEM3	119	188	124	144
S47A1_HUMAN_TRANSMEM4	148	217	153	173
S47A1_HUMAN_TRANSMEM5	172	241	177	197
S47A1_HUMAN_TRANSMEM6	212	281	217	237
S47A1_HUMAN_TRANSMEM7	252	321	257	276
S47A1_HUMAN_TRANSMEM8	291	360	296	316
S47A1_HUMAN_TRANSMEM9	332	401	337	357
S47A1_HUMAN_TRANSMEM10	366	435	371	391
S47A1_HUMAN_TRANSMEM11	404	473	409	429
S47A1_HUMAN_TRANSMEM12	433	502	438	458
S47A1_HUMAN_TRANSMEM13	542	570	547	567
S47A2_HUMAN_TRANSMEM1	29	98	34	54
S47A2_HUMAN_TRANSMEM2	62	131	67	87
S47A2_HUMAN_TRANSMEM3	115	184	120	140
S47A2_HUMAN_TRANSMEM4	149	218	154	174
S47A2_HUMAN_TRANSMEM5	215	284	220	240
S47A2_HUMAN_TRANSMEM6	244	313	249	269
S47A2_HUMAN_TRANSMEM7	285	354	290	309
S47A2_HUMAN_TRANSMEM8	323	392	328	348
S47A2_HUMAN_TRANSMEM9	364	433	369	389
S47A2_HUMAN_TRANSMEM10	398	467	403	423
S47A2_HUMAN_TRANSMEM11	438	507	443	463
S47A2_HUMAN_TRANSMEM12	462	531	467	487
S47A2_HUMAN_TRANSMEM13	574	602	579	599
S49A3_HUMAN_TRANSMEM1	25	94	30	50
S49A3_HUMAN_TRANSMEM2	65	134	70	90
S49A3_HUMAN_TRANSMEM3	95	164	100	120
S49A3_HUMAN_TRANSMEM4	120	189	125	145
S49A3_HUMAN_TRANSMEM5	161	230	166	186
S49A3_HUMAN_TRANSMEM6	187	256	192	212
S49A3_HUMAN_TRANSMEM7	245	314	250	270
S49A3_HUMAN_TRANSMEM8	277	346	282	302
S49A3_HUMAN_TRANSMEM9	313	382	318	338
S49A3_HUMAN_TRANSMEM10	336	405	341	361
S49A3_HUMAN_TRANSMEM11	374	443	379	399
S49A3_HUMAN_TRANSMEM12	417	486	422	442
S4A10_HUMAN_TRANSMEM1	505	574	510	530
S4A10_HUMAN_TRANSMEM2	534	603	539	559
S4A10_HUMAN_TRANSMEM3	558	627	563	583
S4A10_HUMAN_TRANSMEM4	592	661	597	617
S4A10_HUMAN_TRANSMEM5	622	691	627	647
S4A10_HUMAN_TRANSMEM6	716	785	721	741
S4A10_HUMAN_TRANSMEM7	758	827	763	783
S4A10_HUMAN_TRANSMEM8	805	874	810	830
S4A10_HUMAN_TRANSMEM9	851	920	856	876
S4A10_HUMAN_TRANSMEM10	908	977	913	933
S4A10_HUMAN_TRANSMEM11	931	1000	936	956
S4A10_HUMAN_TRANSMEM12	994	1063	999	1019
S4A11_HUMAN_TRANSMEM1	371	440	376	396
S4A11_HUMAN_TRANSMEM2	411	480	416	436
S4A11_HUMAN_TRANSMEM3	461	530	466	486
S4A11_HUMAN_TRANSMEM4	488	557	493	513
S4A11_HUMAN_TRANSMEM5	567	636	572	592
S4A11_HUMAN_TRANSMEM6	649	718	654	674
S4A11_HUMAN_TRANSMEM7	695	764	700	720
S4A11_HUMAN_TRANSMEM8	754	823	759	779
S4A11_HUMAN_TRANSMEM9	777	846	782	802
S4A11_HUMAN_TRANSMEM10	826	891	831	851
S4A11_HUMAN_TRANSMEM11	848	891	853	873
S4A4_HUMAN_TRANSMEM1	462	531	467	491
S4A4_HUMAN_TRANSMEM2	497	566	502	520
S4A4_HUMAN_TRANSMEM3	517	586	522	542
S4A4_HUMAN_TRANSMEM4	546	615	551	571
S4A4_HUMAN_TRANSMEM5	581	650	586	609
S4A4_HUMAN_TRANSMEM6	688	757	693	710
S4A4_HUMAN_TRANSMEM7	721	790	726	745
S4A4_HUMAN_TRANSMEM8	775	844	780	807
S4A4_HUMAN_TRANSMEM9	815	884	820	836
S4A4_HUMAN_TRANSMEM10	833	902	838	855
S4A4_HUMAN_TRANSMEM11	873	942	878	894
S4A4_HUMAN_TRANSMEM12	897	966	902	918
S4A5_HUMAN_TRANSMEM1	517	586	522	544
S4A5_HUMAN_TRANSMEM2	551	620	556	587
S4A5_HUMAN_TRANSMEM3	602	671	607	628
S4A5_HUMAN_TRANSMEM4	738	807	743	762
S4A5_HUMAN_TRANSMEM5	769	838	774	795
S4A5_HUMAN_TRANSMEM6	824	893	829	847
