	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
12652	S38AA_HUMAN	SLC38A10	Q9HBR0	S38AA_HUMAN_TRANSMEM8	TRANSMEM8	323	343	YES	0	0	5	Other	0.247	0.313	NO
12653	S38AA_HUMAN	SLC38A10	Q9HBR0	S38AA_HUMAN_TRANSMEM9	TRANSMEM9	345	365	YES	0	0	5	Other	0.212	0.291	NO
12654	S38AA_HUMAN	SLC38A10	Q9HBR0	S38AA_HUMAN_TRANSMEM10	TRANSMEM10	378	398	YES	0	0	5	Other	0.409	0.506	YES
12655	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM2	TRANSMEM2	48	68	YES	0	0	5	Cytoplasmic	0.207	0.331	NO
12656	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM3	TRANSMEM3	93	113	YES	0	0	5	Cytoplasmic	0.199	0.308	NO
12657	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM4	TRANSMEM4	121	141	YES	0	0	5	Cytoplasmic	0.346	0.495	NO
12658	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM5	TRANSMEM5	156	176	YES	0	0	5	Cytoplasmic	0.187	0.218	NO
12659	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM6	TRANSMEM6	202	222	YES	0	0	5	Cytoplasmic	0.323	0.493	NO
12660	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM7	TRANSMEM7	241	263	YES	0	0	5	Cytoplasmic	0.183	0.235	NO
12661	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM8	TRANSMEM8	279	299	YES	0	0	5	Cytoplasmic	0.212	0.576	YES
12662	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM9	TRANSMEM9	301	321	YES	0	0	5	Cytoplasmic	0.235	0.266	NO
12663	S38AB_HUMAN	SLC38A11	Q08AI6	S38AB_HUMAN_TRANSMEM10	TRANSMEM10	340	360	YES	0	0	5	Cytoplasmic	0.474	0.689	YES
12664	S39A1_HUMAN	SLC39A1	Q9NY26	S39A1_HUMAN_TRANSMEM2	TRANSMEM2	69	89	YES	0	0	5	Cytoplasmic	0.291	0.408	NO
12665	S39A1_HUMAN	SLC39A1	Q9NY26	S39A1_HUMAN_TRANSMEM3	TRANSMEM3	105	125	YES	0	0	5	Extracellular	0.513	0.69	YES
12666	S39A1_HUMAN	SLC39A1	Q9NY26	S39A1_HUMAN_TRANSMEM4	TRANSMEM4	180	200	YES	0	0	5	Cytoplasmic	0.35	0.427	NO
12667	S39A1_HUMAN	SLC39A1	Q9NY26	S39A1_HUMAN_TRANSMEM5	TRANSMEM5	207	227	YES	0	0	5	Extracellular	0.408	0.606	YES
12668	S39A1_HUMAN	SLC39A1	Q9NY26	S39A1_HUMAN_TRANSMEM6	TRANSMEM6	238	258	YES	0	0	5	Cytoplasmic	0.304	0.35	NO
12669	S39A2_HUMAN	SLC39A2	Q9NP94	S39A2_HUMAN_TRANSMEM2	TRANSMEM2	47	67	YES	0	0	5	Cytoplasmic	0.316	0.383	NO
12670	S39A2_HUMAN	SLC39A2	Q9NP94	S39A2_HUMAN_TRANSMEM3	TRANSMEM3	104	124	YES	0	0	5	Extracellular	0.567	0.673	NO
12671	S39A2_HUMAN	SLC39A2	Q9NP94	S39A2_HUMAN_TRANSMEM4	TRANSMEM4	165	185	YES	0	0	5	Cytoplasmic	0.372	0.49	NO
12672	S39A2_HUMAN	SLC39A2	Q9NP94	S39A2_HUMAN_TRANSMEM5	TRANSMEM5	190	210	YES	0	0	5	Extracellular	0.304	0.656	YES
12673	S39A2_HUMAN	SLC39A2	Q9NP94	S39A2_HUMAN_TRANSMEM6	TRANSMEM6	225	245	YES	0	0	5	Cytoplasmic	0.747	0.784	NO
12674	S39A3_HUMAN	SLC39A3	Q9BRY0	S39A3_HUMAN_TRANSMEM2	TRANSMEM2	43	63	YES	0	0	5	Cytoplasmic	0.206	0.238	NO
12675	S39A3_HUMAN	SLC39A3	Q9BRY0	S39A3_HUMAN_TRANSMEM3	TRANSMEM3	86	106	YES	0	0	5	Extracellular	0.293	0.42	NO
12676	S39A3_HUMAN	SLC39A3	Q9BRY0	S39A3_HUMAN_TRANSMEM4	TRANSMEM4	170	190	YES	0	0	5	Cytoplasmic	0.309	0.408	NO
12677	S39A3_HUMAN	SLC39A3	Q9BRY0	S39A3_HUMAN_TRANSMEM5	TRANSMEM5	197	217	YES	0	0	5	Extracellular	0.277	0.398	NO
12678	S39A3_HUMAN	SLC39A3	Q9BRY0	S39A3_HUMAN_TRANSMEM6	TRANSMEM6	230	250	YES	0	0	5	Cytoplasmic	0.345	0.448	NO
12679	S39A4_HUMAN	SLC39A4	Q6P5W5	S39A4_HUMAN_TRANSMEM1	TRANSMEM1	328	348	YES	1	12	5	Extracellular	0.395	0.774	YES
12680	S39A4_HUMAN	SLC39A4	Q6P5W5	S39A4_HUMAN_TRANSMEM2	TRANSMEM2	360	380	YES	1	12	5	Cytoplasmic	0.272	0.322	NO
12681	S39A4_HUMAN	SLC39A4	Q6P5W5	S39A4_HUMAN_TRANSMEM3	TRANSMEM3	403	423	YES	1	12	5	Extracellular	0.291	0.332	NO
12682	S39A4_HUMAN	SLC39A4	Q6P5W5	S39A4_HUMAN_TRANSMEM4	TRANSMEM4	559	579	YES	1	12	5	Cytoplasmic	0.398	0.62	YES
12683	S39A5_HUMAN	SLC39A5	Q6ZMH5	S39A5_HUMAN_TRANSMEM1	TRANSMEM1	213	233	YES	1	2	5	Extracellular	0.252	0.374	NO
12684	S39A5_HUMAN	SLC39A5	Q6ZMH5	S39A5_HUMAN_TRANSMEM2	TRANSMEM2	245	265	YES	1	2	5	Cytoplasmic	0.275	0.355	NO
12685	S39A5_HUMAN	SLC39A5	Q6ZMH5	S39A5_HUMAN_TRANSMEM3	TRANSMEM3	288	308	YES	1	2	5	Extracellular	0.363	0.427	NO
12686	S39A5_HUMAN	SLC39A5	Q6ZMH5	S39A5_HUMAN_TRANSMEM4	TRANSMEM4	445	465	YES	1	2	5	Cytoplasmic	0.358	0.453	NO
12687	S39A5_HUMAN	SLC39A5	Q6ZMH5	S39A5_HUMAN_TRANSMEM5	TRANSMEM5	471	491	YES	1	2	5	Extracellular	0.198	0.329	NO
12688	S39A6_HUMAN	SLC39A6	Q13433	S39A6_HUMAN_TRANSMEM1	TRANSMEM1	326	346	YES	1	0	5	Extracellular	0.191	0.366	NO
12689	S39A6_HUMAN	SLC39A6	Q13433	S39A6_HUMAN_TRANSMEM2	TRANSMEM2	356	376	YES	1	0	5	Cytoplasmic	0.447	0.521	YES
12690	S39A6_HUMAN	SLC39A6	Q13433	S39A6_HUMAN_TRANSMEM3	TRANSMEM3	424	444	YES	1	0	5	Extracellular	0.404	0.495	NO
12691	S39A6_HUMAN	SLC39A6	Q13433	S39A6_HUMAN_TRANSMEM4	TRANSMEM4	658	678	YES	1	0	5	Cytoplasmic	0.253	0.401	NO
12692	S39A7_HUMAN	SLC39A7	Q92504	S39A7_HUMAN_TRANSMEM2	TRANSMEM2	138	158	YES	0	0	5	Other	0.405	0.608	YES
12693	S39A7_HUMAN	SLC39A7	Q92504	S39A7_HUMAN_TRANSMEM3	TRANSMEM3	169	189	YES	0	0	5	Other	0.224	0.242	NO
12694	S39A7_HUMAN	SLC39A7	Q92504	S39A7_HUMAN_TRANSMEM4	TRANSMEM4	214	234	YES	0	0	5	Other	0.305	0.438	NO
12695	S39A7_HUMAN	SLC39A7	Q92504	S39A7_HUMAN_TRANSMEM5	TRANSMEM5	381	401	YES	0	0	5	Other	0.482	0.549	YES
12696	S39A8_HUMAN	SLC39A8	Q9C0K1	S39A8_HUMAN_TRANSMEM1	TRANSMEM1	133	153	YES	1	5	5	Extracellular	0.223	0.323	NO
12697	S39A8_HUMAN	SLC39A8	Q9C0K1	S39A8_HUMAN_TRANSMEM2	TRANSMEM2	161	181	YES	1	5	5	Cytoplasmic	0.313	0.46	NO
12698	S39A8_HUMAN	SLC39A8	Q9C0K1	S39A8_HUMAN_TRANSMEM3	TRANSMEM3	192	212	YES	1	5	5	Extracellular	0.17	0.218	NO
12699	S39A8_HUMAN	SLC39A8	Q9C0K1	S39A8_HUMAN_TRANSMEM4	TRANSMEM4	366	386	YES	1	5	5	Cytoplasmic	0.319	0.486	NO
12700	S39A8_HUMAN	SLC39A8	Q9C0K1	S39A8_HUMAN_TRANSMEM5	TRANSMEM5	389	409	YES	1	5	5	Extracellular	0.445	0.681	YES
12701	S39A9_HUMAN	SLC39A9	Q9NUM3	S39A9_HUMAN_TRANSMEM2	TRANSMEM2	35	55	YES	0	0	5	Other	0.607	0.729	NO
12702	S39A9_HUMAN	SLC39A9	Q9NUM3	S39A9_HUMAN_TRANSMEM3	TRANSMEM3	106	126	YES	0	0	5	Other	0.377	0.478	NO
12703	S39A9_HUMAN	SLC39A9	Q9NUM3	S39A9_HUMAN_TRANSMEM4	TRANSMEM4	146	166	YES	0	0	5	Other	0.247	0.273	NO
12704	S39A9_HUMAN	SLC39A9	Q9NUM3	S39A9_HUMAN_TRANSMEM5	TRANSMEM5	176	196	YES	0	0	5	Other	0.417	0.51	YES
12705	S39A9_HUMAN	SLC39A9	Q9NUM3	S39A9_HUMAN_TRANSMEM6	TRANSMEM6	210	230	YES	0	0	5	Other	0.281	0.338	NO
12706	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM1	TRANSMEM1	411	431	YES	1	0	5	Other	0.233	0.38	NO
12707	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM2	TRANSMEM2	438	458	YES	1	0	5	Other	0.536	0.599	YES
12708	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM3	TRANSMEM3	495	515	YES	1	0	5	Other	0.166	0.273	NO
12709	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM4	TRANSMEM4	687	707	YES	1	0	5	Other	0.184	0.18	NO
12710	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM5	TRANSMEM5	732	752	YES	1	0	5	Other	0.367	0.545	YES
12711	S39AA_HUMAN	SLC39A10	Q9ULF5	S39AA_HUMAN_TRANSMEM6	TRANSMEM6	759	779	YES	1	0	5	Other	0.344	0.462	NO
12712	S39AB_HUMAN	SLC39A11	Q8N1S5	S39AB_HUMAN_TRANSMEM2	TRANSMEM2	44	64	YES	0	0	5	Other	0.314	0.365	NO
12713	S39AB_HUMAN	SLC39A11	Q8N1S5	S39AB_HUMAN_TRANSMEM3	TRANSMEM3	72	92	YES	0	0	5	Other	0.44	0.631	YES
12714	S39AB_HUMAN	SLC39A11	Q8N1S5	S39AB_HUMAN_TRANSMEM4	TRANSMEM4	194	214	YES	0	0	5	Other	0.588	0.622	NO
12715	S39AB_HUMAN	SLC39A11	Q8N1S5	S39AB_HUMAN_TRANSMEM5	TRANSMEM5	263	285	YES	0	0	5	Other	0.275	0.446	NO
12716	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM1	TRANSMEM1	203	223	YES	0	0	5	Extracellular	0.678	0.714	NO
12717	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM2	TRANSMEM2	370	390	YES	0	0	5	Cytoplasmic	0.325	0.401	NO
12718	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM3	TRANSMEM3	399	419	YES	0	0	5	Extracellular	0.294	0.438	NO
12719	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM4	TRANSMEM4	449	469	YES	0	0	5	Cytoplasmic	0.243	0.271	NO
12720	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM5	TRANSMEM5	539	559	YES	0	0	5	Extracellular	0.246	0.289	NO
12721	S39AC_HUMAN	SLC39A12	Q504Y0	S39AC_HUMAN_TRANSMEM6	TRANSMEM6	603	623	YES	0	0	5	Cytoplasmic	0.459	0.554	YES
12722	S39AD_HUMAN	SLC39A13	Q96H72	S39AD_HUMAN_TRANSMEM2	TRANSMEM2	69	89	YES	0	1	5	Cytoplasmic	0.256	0.38	NO
12723	S39AD_HUMAN	SLC39A13	Q96H72	S39AD_HUMAN_TRANSMEM3	TRANSMEM3	109	129	YES	0	1	5	Lumenal	0.638	0.776	NO
12724	S39AD_HUMAN	SLC39A13	Q96H72	S39AD_HUMAN_TRANSMEM4	TRANSMEM4	150	170	YES	0	1	5	Cytoplasmic	0.292	0.335	NO
12725	S39AD_HUMAN	SLC39A13	Q96H72	S39AD_HUMAN_TRANSMEM5	TRANSMEM5	236	256	YES	0	1	5	Lumenal	0.219	0.253	NO
12726	S39AD_HUMAN	SLC39A13	Q96H72	S39AD_HUMAN_TRANSMEM6	TRANSMEM6	279	299	YES	0	1	5	Cytoplasmic	0.32	0.374	NO
12727	S39AE_HUMAN	SLC39A14	Q15043	S39AE_HUMAN_TRANSMEM1	TRANSMEM1	158	178	YES	1	4	5	Extracellular	0.298	0.382	NO
12728	S39AE_HUMAN	SLC39A14	Q15043	S39AE_HUMAN_TRANSMEM2	TRANSMEM2	187	207	YES	1	4	5	Cytoplasmic	0.317	0.431	NO
12729	S39AE_HUMAN	SLC39A14	Q15043	S39AE_HUMAN_TRANSMEM3	TRANSMEM3	225	245	YES	1	4	5	Extracellular	0.194	0.201	NO
12730	S39AE_HUMAN	SLC39A14	Q15043	S39AE_HUMAN_TRANSMEM4	TRANSMEM4	398	418	YES	1	4	5	Cytoplasmic	0.448	0.673	YES
12731	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM2	TRANSMEM2	58	80	YES	0	13	5	Other	0.234	0.503	YES
12732	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM3	TRANSMEM3	93	115	YES	0	13	5	Other	0.165	0.29	NO
12733	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM4	TRANSMEM4	125	147	YES	0	13	5	Other	0.394	0.581	YES
12734	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM5	TRANSMEM5	299	321	YES	0	13	5	Other	0.308	0.719	YES
12735	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM6	TRANSMEM6	341	363	YES	0	13	5	Other	0.229	0.358	NO
12736	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM7	TRANSMEM7	370	392	YES	0	13	5	Other	0.348	0.462	NO
12737	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM8	TRANSMEM8	450	472	YES	0	13	5	Other	0.294	0.537	YES
12738	S40A1_HUMAN	SLC40A1	Q9NP59	S40A1_HUMAN_TRANSMEM9	TRANSMEM9	492	514	YES	0	13	5	Other	0.319	0.407	NO
12739	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM1	TRANSMEM1	102	122	YES	0	0	5	Other	0.384	0.516	YES
12740	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM2	TRANSMEM2	185	205	YES	0	0	5	Other	0.386	0.586	YES
12741	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM3	TRANSMEM3	222	242	YES	0	0	5	Other	0.355	0.61	YES
12742	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM4	TRANSMEM4	257	277	YES	0	0	5	Other	0.263	0.578	YES
12743	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM5	TRANSMEM5	286	306	YES	0	0	5	Other	0.693	0.868	NO
12744	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM6	TRANSMEM6	316	336	YES	0	0	5	Other	0.267	0.36	NO
12745	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM7	TRANSMEM7	346	366	YES	0	0	5	Other	0.205	0.199	NO
12746	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM8	TRANSMEM8	411	431	YES	0	0	5	Other	0.226	0.411	NO
12747	S41A1_HUMAN	SLC41A1	Q8IVJ1	S41A1_HUMAN_TRANSMEM9	TRANSMEM9	439	459	YES	0	0	5	Other	0.183	0.489	NO
12748	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM1	TRANSMEM1	163	183	YES	0	0	5	Extracellular	0.43	0.581	YES
12749	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM2	TRANSMEM2	196	216	YES	0	0	5	Cytoplasmic	0.275	0.28	NO
12750	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM3	TRANSMEM3	246	266	YES	0	0	5	Extracellular	0.243	0.424	NO
12751	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM4	TRANSMEM4	283	303	YES	0	0	5	Cytoplasmic	0.314	0.396	NO
12752	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM5	TRANSMEM5	314	334	YES	0	0	5	Extracellular	0.26	0.427	NO
12753	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM6	TRANSMEM6	348	368	YES	0	0	5	Cytoplasmic	0.391	0.568	YES
12754	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM7	TRANSMEM7	377	397	YES	0	0	5	Extracellular	0.26	0.308	NO
12755	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM8	TRANSMEM8	407	427	YES	0	0	5	Cytoplasmic	0.153	0.133	NO
12756	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM9	TRANSMEM9	470	490	YES	0	0	5	Extracellular	0.186	0.393	NO
12757	S41A2_HUMAN	SLC41A2	Q96JW4	S41A2_HUMAN_TRANSMEM10	TRANSMEM10	499	519	YES	0	0	5	Cytoplasmic	0.124	0.466	NO
12758	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM2	TRANSMEM2	152	172	YES	0	0	5	Other	0.527	0.686	YES
12759	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM3	TRANSMEM3	189	209	YES	0	0	5	Other	0.363	0.563	YES
12760	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM4	TRANSMEM4	220	240	YES	0	0	5	Other	0.238	0.421	NO
12761	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM5	TRANSMEM5	252	272	YES	0	0	5	Other	0.306	0.401	NO
12762	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM6	TRANSMEM6	284	304	YES	0	0	5	Other	0.373	0.586	YES
12763	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM7	TRANSMEM7	314	334	YES	0	0	5	Other	0.167	0.192	NO
12764	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM8	TRANSMEM8	377	397	YES	0	0	5	Other	0.324	0.777	YES
12765	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM9	TRANSMEM9	406	426	YES	0	0	5	Other	0.186	0.418	NO
12766	S41A3_HUMAN	SLC41A3	Q96GZ6	S41A3_HUMAN_TRANSMEM10	TRANSMEM10	482	502	YES	0	0	5	Other	0.155	0.17	NO
12767	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM2	TRANSMEM2	72	92	YES	0	0	5	Other	0.144	0.258	NO
12768	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM3	TRANSMEM3	102	122	YES	0	0	5	Other	0.201	0.589	YES
12769	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM4	TRANSMEM4	123	143	YES	0	0	5	Other	0.22	0.465	NO
12770	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM5	TRANSMEM5	156	176	YES	0	0	5	Other	0.173	0.192	NO
12771	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM6	TRANSMEM6	188	208	YES	0	0	5	Other	0.364	0.381	NO
12772	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM7	TRANSMEM7	279	299	YES	0	0	5	Other	0.253	0.409	NO
12773	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM8	TRANSMEM8	319	339	YES	0	0	5	Other	0.189	0.241	NO
12774	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM9	TRANSMEM9	356	376	YES	0	0	5	Other	0.323	0.642	YES
12775	S43A3_HUMAN	SLC43A3	Q8NBI5	S43A3_HUMAN_TRANSMEM10	TRANSMEM10	396	418	YES	0	0	5	Other	0.192	0.222	NO
12776	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM1	TRANSMEM1	127	147	YES	0	3	5	Other	0.16	0.306	NO
12777	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM2	TRANSMEM2	157	177	YES	0	3	5	Other	0.592	0.676	NO
12778	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM3	TRANSMEM3	189	209	YES	0	3	5	Other	0.382	0.517	YES
12779	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM4	TRANSMEM4	225	245	YES	0	3	5	Other	0.439	0.479	NO
12780	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM5	TRANSMEM5	267	287	YES	0	3	5	Other	0.23	0.269	NO
12781	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM6	TRANSMEM6	302	322	YES	0	3	5	Other	0.306	0.361	NO
12782	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM7	TRANSMEM7	567	587	YES	0	3	5	Other	0.22	0.255	NO
12783	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM8	TRANSMEM8	607	627	YES	0	3	5	Other	0.236	0.301	NO
12784	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM9	TRANSMEM9	634	654	YES	0	3	5	Other	0.255	0.652	YES
12785	S45A1_HUMAN	SLC45A1	Q9Y2W3	S45A1_HUMAN_TRANSMEM10	TRANSMEM10	661	681	YES	0	3	5	Other	0.209	0.419	NO
12786	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM2	TRANSMEM2	69	89	YES	0	22	5	Extracellular	0.667	0.711	NO
12787	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM3	TRANSMEM3	111	131	YES	0	22	5	Cytoplasmic	0.396	0.513	YES
12788	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM4	TRANSMEM4	139	159	YES	0	22	5	Extracellular	0.249	0.32	NO
12789	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM5	TRANSMEM5	185	205	YES	0	22	5	Cytoplasmic	0.198	0.333	NO
12790	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM6	TRANSMEM6	217	237	YES	0	22	5	Extracellular	0.456	0.44	NO
12791	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM7	TRANSMEM7	319	339	YES	0	22	5	Cytoplasmic	0.233	0.316	NO
12792	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM8	TRANSMEM8	367	387	YES	0	22	5	Extracellular	0.182	0.18	NO
12793	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM9	TRANSMEM9	399	419	YES	0	22	5	Cytoplasmic	0.175	0.411	NO
12794	S45A2_HUMAN	SLC45A2	Q9UMX9	S45A2_HUMAN_TRANSMEM10	TRANSMEM10	426	446	YES	0	22	5	Extracellular	0.213	0.246	NO
12795	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM2	TRANSMEM2	52	72	YES	0	0	5	Other	0.313	0.41	NO
12796	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM3	TRANSMEM3	88	108	YES	0	0	5	Other	0.343	0.464	NO
12797	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM4	TRANSMEM4	120	140	YES	0	0	5	Other	0.286	0.379	NO
12798	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM5	TRANSMEM5	161	181	YES	0	0	5	Other	0.255	0.398	NO
12799	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM6	TRANSMEM6	198	218	YES	0	0	5	Other	0.773	0.857	NO
12800	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM7	TRANSMEM7	275	295	YES	0	0	5	Other	0.244	0.327	NO
12801	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM8	TRANSMEM8	323	343	YES	0	0	5	Other	0.365	0.531	YES
12802	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM9	TRANSMEM9	353	373	YES	0	0	5	Other	0.328	0.333	NO
12803	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM10	TRANSMEM10	382	402	YES	0	0	5	Other	0.338	0.4	NO
12804	S45A3_HUMAN	SLC45A3	Q96JT2	S45A3_HUMAN_TRANSMEM11	TRANSMEM11	522	542	YES	0	0	5	Other	0.244	0.299	NO
12805	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM2	TRANSMEM2	86	106	YES	0	0	5	Other	0.373	0.478	NO
12806	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM3	TRANSMEM3	123	143	YES	0	0	5	Other	0.434	0.677	YES
12807	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM4	TRANSMEM4	155	175	YES	0	0	5	Other	0.395	0.442	NO
12808	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM5	TRANSMEM5	196	216	YES	0	0	5	Other	0.25	0.384	NO
12809	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM6	TRANSMEM6	233	253	YES	0	0	5	Other	0.426	0.511	YES
12810	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM7	TRANSMEM7	518	538	YES	0	0	5	Other	0.167	0.212	NO
12811	S45A4_HUMAN	SLC45A4	Q5BKX6	S45A4_HUMAN_TRANSMEM8	TRANSMEM8	560	580	YES	0	0	5	Other	0.284	0.341	NO
